,Year,Area
918,1962,56.65604
919,1962,1.618744
920,1962,0.404686
921,1962,0.404686
922,1962,0.0
923,1962,0.0
924,1962,0.0
925,1962,0.0
926,1962,0.0
927,1962,0.0
928,1962,0.0
929,1962,0.0
930,1962,0.0
931,1962,0.0
932,1962,0.0
933,1962,0.0
934,1962,0.0
935,1962,0.0
936,1962,0.0
937,1962,0.0
938,1962,0.0
939,1962,0.0
940,1962,0.0
941,1962,0.0
942,1962,0.0
943,1962,0.0
944,1962,0.0
945,1962,0.0
946,1962,0.0
947,1962,0.0
948,1962,0.0
949,1962,0.404686
950,1962,23.471788
951,1962,0.0
952,1962,0.404686
953,1962,0.0
954,1962,0.404686
955,1962,0.0
956,1962,0.809372
957,1962,0.0
958,1962,0.0
959,1962,0.0
960,1962,0.0
961,1962,0.0
962,1962,0.0
963,1962,0.0
964,1962,0.0
965,1962,0.0
966,1962,0.0
967,1962,0.809372
968,1962,0.0
969,1962,0.0
970,1962,0.0
971,1962,0.0
972,1962,0.0
973,1962,0.0
974,1962,0.0
975,1962,0.404686
976,1962,0.0
977,1962,0.0
978,1962,0.0
979,1962,0.0
980,1962,0.0
981,1962,0.0
982,1962,0.0
983,1962,0.0
984,1962,0.0
985,1962,0.0
986,1962,1.618744
987,1962,0.0
988,1962,14.16401
989,1962,0.0
990,1962,0.0
991,1962,0.0
992,1962,0.0
993,1962,2.02343
994,1962,0.0
995,1962,0.0
996,1962,20.2343
997,1962,32.37488
998,1962,28.32802
999,1962,0.809372
1000,1962,0.0
1001,1962,1.214058
1002,1962,0.0
1003,1962,0.0
1004,1962,0.0
1005,1962,0.0
1006,1962,0.0
1007,1962,4.856232
1008,1962,0.0
1009,1962,0.0
1010,1962,1.214058
1011,1962,0.0
1012,1962,0.404686
1013,1962,0.0
1014,1962,0.0
1015,1962,0.0
1016,1962,0.404686
1017,1962,0.0
1018,1962,0.0
1019,1962,8.09372
1020,1962,0.0
1021,1962,0.0
1022,1962,0.0
1023,1962,0.0
1024,1962,0.404686
1025,1962,0.0
1026,1962,1.618744
1027,1962,0.404686
1028,1962,0.0
1029,1962,0.0
1030,1962,34.802996
1031,1962,1.618744
1032,1962,0.0
1033,1962,0.0
1034,1962,0.0
1035,1962,1.618744
1036,1962,0.0
1037,1962,31.565507999999998
1038,1962,0.0
1039,1962,0.809372
1040,1962,0.0
1041,1962,991.7761207799999
1042,1962,4.04686
1043,1962,0.0
1044,1962,0.0
1045,1962,0.0
1046,1962,0.0
1047,1962,0.0
1048,1962,0.0
1049,1962,0.404686
1050,1962,0.0
1051,1962,0.0
1052,1962,0.0
1053,1962,0.0
1054,1962,8.09372
1055,1962,0.0
1056,1962,0.0
1057,1962,17.806184
1058,1962,0.0
1059,1962,0.0
1060,1962,8.09372
1061,1962,3.237488
1062,1962,0.0
1063,1962,0.0
1064,1963,2.428116
1065,1963,0.809372
1066,1963,1.618744
1067,1963,0.404686
1068,1963,0.404686
1069,1963,0.0
1070,1963,2.428116
1071,1963,19.829614
1072,1963,0.0
1073,1963,0.0
1074,1963,0.0
1075,1963,9.307777999999999
1076,1963,0.404686
1077,1963,0.0
1078,1963,1059.1765740800001
1079,1963,0.809372
1080,1963,2.428116
1081,1963,0.404686
1082,1963,1.618744
1083,1963,850.28170774
1084,1963,0.404686
1085,1963,1.618744
1086,1963,2.428116
1087,1963,1007.97570136
1088,1963,472.19167165999994
1089,1963,8.09372
1090,1963,0.0
1091,1963,1.214058
1092,1963,0.0
1093,1963,1.618744
1094,1963,6.07029
1095,1963,0.404686
1096,1963,21.853044
1097,1963,1.214058
1098,1963,64.74976
1099,1963,7.284348
1100,1963,22.25773
1101,1963,0.404686
1102,1963,0.0
1103,1963,0.0
1104,1963,0.0
1105,1963,0.0
1106,1963,28.32802
1107,1963,0.0
1108,1963,0.0
1109,1963,20.2343
1110,1963,8.09372
1111,1963,0.809372
1112,1963,8.09372
1113,1963,72.84348
1114,1963,0.0
1115,1963,0.0
1116,1963,0.0
1117,1963,0.0
1118,1963,0.0
1119,1963,0.0
1120,1963,0.0
1121,1963,0.0
1122,1963,0.404686
1123,1963,0.0
1124,1963,0.0
1125,1963,0.0
1126,1963,0.809372
1127,1963,155.80411
1128,1963,73.652852
1129,1963,0.0
1130,1963,0.0
1131,1963,0.0
1132,1963,0.0
1133,1963,0.0
1134,1963,0.404686
1135,1963,0.809372
1136,1963,0.0
1137,1963,0.0
1138,1963,0.0
1139,1963,45.729518
1140,1963,0.404686
1141,1963,0.809372
1142,1963,0.0
1143,1963,0.0
1144,1963,0.0
1145,1963,0.0
1146,1963,0.0
1147,1963,0.0
1148,1963,0.0
1149,1963,0.404686
1150,1963,0.0
1151,1963,0.0
1152,1963,2.832802
1153,1963,0.0
1154,1963,0.404686
1155,1963,0.0
1156,1963,0.0
1157,1963,0.0
1158,1963,0.0
1159,1963,0.0
