Year,Area
1961,0.0
1961,0.0
1961,0.0
1961,2.428116
1961,0.0
1961,8.09372
1961,0.404686
1961,0.404686
1961,4.04686
1961,30.756135999999998
1961,0.404686
1961,4.04686
1961,2.428116
1961,0.0
1961,0.0
1961,0.0
1961,1.214058
1961,0.0
1961,4.04686
1961,2.02343
1961,76.89034
1961,2.428116
1961,0.0
1961,25.090532
1961,0.0
1961,0.0
1961,0.0
1961,0.0
1961,0.0
1961,16.996812
1961,0.0
1961,35.207682
1961,1.618744
1961,6.474976
1961,3.237488
1961,2.02343
1961,3.237488
1961,12.14058
1961,0.0
1961,0.0
1961,0.0
1961,0.0
1961,0.404686
1961,0.0
1961,0.404686
1961,0.404686
1961,15.378067999999999
1961,89.03092
1961,70.82005
1961,0.0
1961,36.42174
1961,26.30459
1961,50.58575
1961,36.42174
1961,2.02343
1961,0.404686
1961,0.404686
1961,0.0
1961,60.7029
1961,18.21087
1961,0.0
1961,161.8744
1961,161.8744
1961,2.428116
1961,362.59056228
1961,0.404686
1961,40.4686
1961,104.81367399999999
1961,70.82005
1961,80.9372
1961,34.39831
1961,0.404686
1961,0.0
1961,0.0
1961,12.14058
1961,0.0
1961,182.1087
1961,0.0
1961,130.308892
1961,5.665604
1961,25.090532
1961,0.0
1961,55.037296
1961,1.214058
1961,0.809372
1961,146.496332
1961,0.0
1961,0.404686
1961,4.04686
1961,10.521836
1961,0.809372
1961,14.16401
1961,2.428116
1961,0.0
1961,0.404686
1961,10.11715
1961,0.404686
1961,0.0
1961,0.0
1961,0.0
1961,0.0
1961,0.0
1961,2.428116
1961,0.0
1961,0.0
1961,0.0
1961,0.0
1961,1946.5598943
1961,32.37488
1961,2851.9396009399998
1961,0.0
1961,30.35145
1961,0.809372
1961,0.0
1961,0.0
1961,0.0
1961,0.404686
1961,0.0
1961,40.873286
1961,0.0
1961,0.0
1961,4.451546
1961,1.214058
1961,12.949952
1961,0.404686
1961,0.0
1961,7.284348
1961,0.0
1961,0.0
1961,0.0
1961,0.809372
1961,0.0
1961,0.404686
1961,1.618744
1961,0.0
1961,0.0
1961,0.0
1961,0.0
1961,0.0
1961,0.0
1961,0.0
1961,0.0
1961,0.0
1961,4.04686
1961,4.04686
1961,2.02343
1961,0.0
1961,4.04686
1961,0.0
1961,0.0
1961,0.404686
1961,60.7029
1961,610.8856575799999
1961,11.331208
1961,24.28116
1961,0.0
1961,8.09372
1961,0.0
1961,564.48840768
1961,952.6794063199999
1961,0.809372
1961,20.2343
1961,0.0
1961,13.354638
1961,0.809372
1961,0.404686
1961,350.08981174
1961,0.404686
1961,6.07029
1961,0.0
1961,0.0
1962,0.809372
1962,0.809372
1962,2.02343
1962,0.404686
1962,2.428116
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.404686
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,24.28116
1962,4.04686
1962,4.04686
1962,0.0
1962,0.0
1962,3.237488
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.809372
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.404686
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.809372
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.404686
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.404686
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,10.11715
1962,2.02343
1962,1.214058
1962,1.214058
1962,0.404686
1962,0.0
1962,0.404686
1962,0.809372
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,16.18744
1962,0.404686
1962,1.214058
1962,0.404686
1962,0.0
1962,0.0
1962,0.0
1962,8.09372
1962,1.214058
1962,1.214058
1962,3.642174
1962,0.0
1962,0.0
1962,0.809372
1962,0.0
1962,0.0
1962,135.09632738
1962,64.74976
1962,16.18744
1962,0.0
1962,0.0
1962,0.0
1962,2.02343
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,16.592126
1962,0.404686
1962,0.0
1962,0.809372
1962,0.0
1962,18.615555999999998
1962,0.0
1962,80.9372
1962,10.11715
1962,1.618744
1962,0.809372
1962,56.65604
1962,1.618744
1962,0.404686
1962,0.404686
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.404686
1962,23.471788
1962,0.0
1962,0.404686
1962,0.0
1962,0.404686
1962,0.0
1962,0.809372
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.809372
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.404686
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,1.618744
1962,0.0
1962,14.16401
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,2.02343
1962,0.0
1962,0.0
1962,20.2343
1962,32.37488
1962,28.32802
1962,0.809372
1962,0.0
1962,1.214058
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,4.856232
1962,0.0
1962,0.0
1962,1.214058
1962,0.0
1962,0.404686
1962,0.0
1962,0.0
1962,0.0
1962,0.404686
1962,0.0
1962,0.0
1962,8.09372
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.404686
1962,0.0
1962,1.618744
1962,0.404686
1962,0.0
1962,0.0
1962,34.802996
1962,1.618744
1962,0.0
1962,0.0
1962,0.0
1962,1.618744
1962,0.0
1962,31.565507999999998
1962,0.0
1962,0.809372
1962,0.0
1962,991.7761207799999
1962,4.04686
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,0.404686
1962,0.0
1962,0.0
1962,0.0
1962,0.0
1962,8.09372
1962,0.0
1962,0.0
1962,17.806184
1962,0.0
1962,0.0
1962,8.09372
1962,3.237488
1962,0.0
1962,0.0
1963,2.428116
1963,0.809372
1963,1.618744
1963,0.404686
1963,0.404686
1963,0.0
1963,2.428116
1963,19.829614
1963,0.0
1963,0.0
1963,0.0
1963,9.307777999999999
1963,0.404686
1963,0.0
1963,1059.1765740800001
1963,0.809372
1963,2.428116
1963,0.404686
1963,1.618744
1963,850.28170774
1963,0.404686
1963,1.618744
1963,2.428116
1963,1007.97570136
1963,472.19167165999994
1963,8.09372
1963,0.0
1963,1.214058
1963,0.0
1963,1.618744
1963,6.07029
1963,0.404686
1963,21.853044
1963,1.214058
1963,64.74976
1963,7.284348
1963,22.25773
1963,0.404686
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,28.32802
1963,0.0
1963,0.0
1963,20.2343
1963,8.09372
1963,0.809372
1963,8.09372
1963,72.84348
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.404686
1963,0.0
1963,0.0
1963,0.0
1963,0.809372
1963,155.80411
1963,73.652852
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.404686
1963,0.809372
1963,0.0
1963,0.0
1963,0.0
1963,45.729518
1963,0.404686
1963,0.809372
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.404686
1963,0.0
1963,0.0
1963,2.832802
1963,0.0
1963,0.404686
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.404686
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,2.832802
1963,0.0
1963,0.0
1963,0.404686
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,1.214058
1963,2.428116
1963,38.44517
1963,0.0
1963,1.214058
1963,6.07029
1963,57.465412
1963,61.916958
1963,2.832802
1963,12.14058
1963,1.214058
1963,7.6890339999999995
1963,1.214058
1963,38.040484
1963,4.451546
1963,4.04686
1963,63.131015999999995
1963,19.829614
1963,4.856232
1963,37.231111999999996
1963,12.949952
1963,3.237488
1963,167.13531799999998
1963,0.0
1963,0.404686
1963,49.776378
1963,8.09372
1963,3.237488
1963,0.0
1963,58.67947
1963,0.809372
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,25.090532
1963,0.0
1963,2.428116
1963,0.0
1963,161.06502799999998
1963,12.14058
1963,8.903092
1963,0.0
1963,10.11715
1963,137.59324
1963,0.809372
1963,2.832802
1963,6.07029
1963,4.04686
1963,0.0
1963,40.4686
1963,6.07029
1963,16.996812
1963,0.404686
1963,22.25773
1963,4.04686
1963,80.9372
1963,54.63261
1963,0.0
1963,1.214058
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.404686
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,3.237488
1963,2.02343
1963,0.404686
1963,0.0
1963,0.0
1963,0.404686
1963,0.809372
1963,0.0
1963,15.378067999999999
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,18.21087
1963,3.642174
1963,2.428116
1963,0.809372
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.809372
1963,1.214058
1963,0.0
1963,0.0
1963,0.809372
1963,226.59583197999999
1963,0.404686
1963,0.404686
1963,0.0
1963,0.0
1963,1.214058
1963,1.618744
1963,4.856232
1963,2.02343
1963,0.809372
1963,3.642174
1963,0.404686
1963,1.214058
1963,0.0
1963,0.0
1963,0.0
1963,0.404686
1963,2.02343
1963,4.04686
1963,0.404686
1963,2.428116
1963,0.0
1963,0.0
1963,1.618744
1963,0.0
1963,0.0
1963,0.0
1963,14.16401
1963,44.920145999999995
1963,46.134204
1963,21.448358
1963,39.254542
1963,171.99155
1963,0.404686
1963,33.588938
1963,0.0
1963,6.07029
1963,13.354638
1963,108.455848
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,28.32802
1963,626.9840666599999
1963,0.404686
1963,0.404686
1963,0.404686
1963,0.404686
1963,76.485654
1963,2.832802
1963,0.0
1963,0.404686
1963,38.040484
1963,0.0
1963,0.404686
1963,0.0
1963,14.16401
1963,0.809372
1963,2.02343
1963,2.832802
1963,0.404686
1963,0.0
1963,0.0
1963,0.404686
1963,0.404686
1963,0.404686
1963,0.809372
1963,0.404686
1963,1.214058
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,79.318456
1963,0.0
1963,0.0
1963,0.0
1963,0.404686
1963,0.0
1963,0.0
1963,0.0
1963,8.09372
1963,0.0
1963,86.198118
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.404686
1963,0.0
1963,0.0
1963,1.618744
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,2.02343
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.404686
1963,0.404686
1963,12.14058
1963,8.09372
1963,0.809372
1963,1.214058
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.404686
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.809372
1963,1.214058
1963,2.02343
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,1.214058
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.404686
1963,0.404686
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.404686
1963,8.09372
1963,0.404686
1963,36.42174
1963,32.37488
1963,0.809372
1963,1.214058
1963,2.428116
1963,4.04686
1963,16.18744
1963,1.214058
1963,3.237488
1963,32.37488
1963,0.809372
1963,24.28116
1963,0.809372
1963,24.685845999999998
1963,6.07029
1963,8.09372
1963,16.18744
1963,4.856232
1963,48.56232
1963,0.0
1963,0.404686
1963,0.809372
1963,0.0
1963,0.0
1963,0.0
1963,4.04686
1963,0.0
1963,0.404686
1963,0.404686
1963,8.09372
1963,24.28116
1963,0.809372
1963,1.214058
1963,80.9372
1963,0.404686
1963,0.0
1963,0.404686
1963,8.09372
1963,10.11715
1963,0.404686
1963,0.404686
1963,0.0
1963,0.0
1963,0.404686
1963,0.404686
1963,0.404686
1963,0.404686
1963,10.11715
1963,0.0
1963,0.404686
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,2.832802
1963,0.0
1963,0.404686
1963,0.0
1963,0.0
1963,0.404686
1963,8.903092
1963,2.428116
1963,1.214058
1963,0.0
1963,22.25773
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,26.30459
1963,3.237488
1963,10.11715
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.404686
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,22.25773
1963,0.0
1963,4.04686
1963,0.404686
1963,0.0
1963,0.404686
1963,0.809372
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.404686
1963,0.0
1963,0.404686
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,1.618744
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,1.214058
1963,0.0
1963,7.284348
1963,0.0
1963,0.0
1963,0.404686
1963,0.404686
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.404686
1963,0.0
1963,0.404686
1963,0.0
1963,0.0
1963,0.0
1963,0.0
1963,0.809372
1963,0.0
1963,0.0
1964,0.809372
1964,1083.6762645200001
1964,0.404686
1964,424.09069370000003
1964,1.214058
1964,0.0
1964,0.0
1964,1.214058
1964,0.0
1964,0.0
1964,1.214058
1964,0.0
1964,0.404686
1964,10.11715
1964,1.618744
1964,0.0
1964,0.809372
1964,0.404686
1964,0.404686
1964,156.613482
1964,0.404686
1964,0.809372
1964,4.04686
1964,2.832802
1964,2.832802
1964,0.404686
1964,3.237488
1964,8.09372
1964,2.428116
1964,0.0
1964,20.2343
1964,0.0
1964,0.0
1964,0.0
1964,0.0
1964,0.0
1964,17.401498
1964,0.0
1964,0.0
1964,0.0
1964,4.04686
1964,0.404686
1964,0.0
1964,0.0
1964,0.809372
1964,0.0
1964,0.0
1964,0.404686
1964,0.809372
1964,0.0
1964,0.404686
1964,0.0
1964,0.0
1964,0.0
1964,0.0
1964,0.0
1964,0.0
1964,0.404686
1964,0.0
1964,0.0
1964,0.0
1964,0.0
1964,0.0
1964,0.404686
1964,0.0
1964,0.0
1964,0.0
1964,0.0
1964,0.0
1964,0.0
1964,12.14058
1964,48.56232
1964,29.946763999999998
1964,0.404686
1964,0.809372
1964,1.214058
1964,17.806184
1964,1.214058
1964,0.0
1964,0.404686
1964,0.404686
1964,1.214058
1964,4.04686
1964,0.0
1964,0.404686
1964,0.0
1964,340.09406753999997
1964,86.60280399999999
1964,12.14058
1964,0.0
1964,4.856232
1964,0.0
1964,0.0
1964,0.404686
1964,0.404686
1964,0.0
1964,41.277972
1964,110.074592
1964,92.268408
1964,0.0
1964,32.37488
1964,0.0
1964,0.0
1964,80.9372
1964,1.214058
1964,6.474976
1964,0.0
1964,0.404686
1964,70.82005
1964,0.404686
1964,0.0
1964,471.98932865999996
1964,0.0
1964,0.0
1964,15.378067999999999
1964,0.0
1964,0.809372
1964,4.04686
1964,0.0
1964,0.0
1964,0.0
1964,0.0
1964,0.404686
1964,0.0
1964,0.0
1964,0.0
1964,0.0
1964,24.28116
1964,409.99548032
1964,269.39542334000004
1964,0.0
1964,202.343
1964,504.19019368000005
1964,0.0
1964,0.0
1964,0.0
1964,0.404686
1964,47.752947999999996
1964,31.565507999999998
1964,51.799808
1964,3.642174
1964,4.04686
1964,13.759324
1964,2.02343
1964,30.756135999999998
1964,2.02343
1964,30.756135999999998
1964,0.809372
1964,0.0
1964,0.809372
1964,0.0
1964,10.926522
1964,0.404686
1964,3.642174
1964,0.404686
1964,0.404686
1964,0.809372
1964,0.404686
1964,0.0
1964,90.649664
1964,0.0
1964,636.7855615799999
1964,12.14058
1964,0.404686
1964,0.0
1964,56.65604
1964,0.0
1964,0.809372
1964,4.856232
1964,4.04686
1964,1.214058
1964,0.404686
1964,6.07029
1964,0.0
1964,0.0
1964,1.618744
1964,0.0
1964,0.404686
1964,0.0
1964,0.0
1964,0.0
1964,27.113962
1964,2.02343
1964,0.0
1964,1.214058
1964,8.09372
1964,0.0
1964,12.14058
1964,0.0
1964,0.0
1964,0.0
1964,0.0
1964,0.0
1964,0.0
1964,0.404686
1964,0.0
1964,0.0
1964,0.404686
1964,0.0
1964,1.618744
1964,0.404686
1964,0.0
1964,0.0
1964,0.0
1964,0.0
1964,0.0
1964,0.0
1964,0.0
1964,0.0
1964,0.0
1964,0.0
1964,0.0
1964,0.0
1964,0.0
1964,4.856232
1964,0.0
1964,0.0
