"LAT","LONG","FIRENUMBER","FOREST","DISTRICT","YEAR","FIRENO","SIZECLAS","LS","SECTION","TWNSHIP","RANGE","MER","FORAREA","OWNSHIP","GENCAUSE","SPECAUSE","CAUSECLA","AGENCY","LOOKOUT","REPTD","TWDVEHI","FWDVEHI","TKEDVEHI","HCOPTER","FW","WALK","OTHERS","HRSTART","DAY","MON","HRDISC","DDAY","DMON","DISCTIME","REPDTIME","CREWSTAR","CREWBGN","CONTROL","EXTINGSED","PRIFUEL","SECFUEL","COVER","GFIREWX","OFIREWX","WINDIR","WINDVEL","WINDCHAR","ADMC","FWI","MEN","DOZERS","FWBOMBER","HEL","POWPUMPS","TANKERS","OTHER","MAXNOMEN","DISSIZE","IASIZE","RFAREA","CROWN","PRIVATE","TOTAL","MERAC","YCAC","YDAC","YMAC","POTAC","NOPOTAC","MFBM","CCORDS","DCORDS","DSANT","PRODV","PPV","SUPCOST"
54.6922,-117.1227,"DW6-023-67","W","6",67,23,4,"04",9,66,21,5,0,4,9,27,8,1,"TY",1,24,0,0,0,0,0,0,0,0,9,0,0,0,240,3,1,6,989,7841,1,2,6,1,1,8,25,2,44,5,7,2,0,0,0,0,0,0,125,130,0,214,257,471,0,0,0,0,0,0,0,0,0,0,0,0,33096
54.7359,-116.9715,"DW6-024-67","W","6",67,24,4,"04",28,66,20,5,0,1,8,9,0,3,NA,1,0,0,0,0,0,0,0,175,19,9,175,19,9,0,1,0,0,730,9999,2,3,6,1,1,8,25,2,98,39,21,0,0,0,1,0,0,0,1,1,0,140,0,140,0,0,0,0,0,0,0,0,0,0,0,0,26850
54.3431,-116.9281,"DW6-025-67","W","6",67,25,1,"01",9,62,20,5,0,1,0,25,0,7,NA,1,12,0,0,0,0,0,0,125,22,9,126,22,9,1,1,1,3,1,8,0,2,1,1,1,8,15,0,10,64,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111
54.3976,-116.8032,"DW6-026-67","W","6",67,26,1,"16",29,62,19,5,0,1,0,14,7,7,NA,1,0,1,0,0,0,0,0,0,20,10,0,29,10,2160,5,1,4,2,7,0,7,3,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54.4158,-116.8834,"DW6-027-67","W","6",67,27,1,"02",1,63,20,5,0,1,6,7,5,2,NA,1,3,0,0,0,0,0,0,0,0,11,0,0,0,240,0,2,3,0,36,0,9,1,1,1,6,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
54.4158,-117.1669,"DW6-028-67","W","6",67,28,1,"03",6,63,21,5,0,1,6,11,5,7,NA,1,0,28,0,0,0,0,0,0,0,11,0,0,0,0,25,99,12,0,19,0,9,1,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
54.3939,-116.7844,"DW6-029-67","W","6",67,29,1,"10",28,62,19,5,0,1,0,14,7,2,NA,1,0,3,0,0,0,1,0,0,20,10,0,17,11,6720,3,2,4,0,436,0,9,3,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56.7317,-111.3573,"DA2-001-68","A","2",68,1,1,"05",22,89,9,4,0,1,1,1,0,7,NA,2,2,0,0,0,0,1,0,157,28,5,178,28,5,21,1,1,26,0,4,5,7,3,1,1,0,0,0,61,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56.8189,-110.161,"DA2-002-68","A","2",68,2,2,"05",19,90,1,4,0,1,1,1,0,9,NA,4,0,0,0,4,36,0,0,0,9,6,20,9,6,20,0,1,21,35,135,7,9,4,2,1,0,0,0,36,13,5,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,478
57.0497,-112.2922,"DA3-001-68","A","3",68,1,2,"00",11,93,15,4,0,1,0,6,3,4,NA,2,0,0,0,27,0,0,0,140,21,3,145,21,3,5,0,99,0,0,0,0,2,7,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57.2825,-111.6371,"DA3-002-68","A","3",68,2,3,"00",36,95,11,4,0,1,7,21,3,1,"BM",1,0,0,0,0,0,2,0,90,15,6,161,15,6,71,0,3,6,150,560,3,4,1,1,1,7,4,0,252,0,2,0,0,0,0,0,0,0,4,9,0,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0,1377
57.2261,-111.6608,"DA3-003-68","A","3",68,3,1,"08",11,95,11,4,0,1,7,21,3,1,"BM",1,0,0,0,36,0,1,0,130,19,6,142,19,6,12,1,8,15,2,202,3,9,2,1,1,7,5,0,32,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355
58.2148,-111.4304,"DA4-001-68","A","4",68,1,1,"06",21,106,9,4,0,1,1,1,0,7,NA,1,0,0,0,0,0,0,3,132,6,6,214,6,6,82,2,2,2,28,160,5,7,3,1,1,0,0,0,25,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
59.4321,-110.2746,"DA5-001-68","A","5",68,1,2,"02",21,120,2,4,0,1,1,1,0,5,NA,4,2,0,0,0,60,0,0,0,5,7,0,11,7,1440,5,95,10,120,40,0,1,1,0,2,2,15,0,0,0,3,0,0,0,0,0,0,0,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1117
50.3043,-114.6911,"DB1-001-68","B","1",68,1,1,"09",36,15,6,5,0,1,1,1,0,1,"RR",1,14,2,0,0,0,1,0,132,17,7,132,17,7,0,1,2,14,0,19,7,0,6,6,1,8,4,0,48,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
50.3079,-114.6682,"DB1-002-68","B","1",68,2,1,"16",31,15,5,5,0,1,3,13,0,2,NA,1,8,2,2,0,0,0,0,0,0,11,0,0,0,240,760,99,10,0,2690,0,0,0,1,1,0,0,0,50,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3078
50.3152,-114.6739,"DB1-003-68","B","1",68,3,1,"07",6,16,5,5,0,1,3,28,0,7,NA,2,6,4,0,0,0,0,0,75,29,11,80,29,11,5,0,0,0,20,90,0,0,2,8,8,7,60,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
50.6027,-114.7194,"DB2-001-68","B","2",68,1,1,"01",14,19,6,5,0,1,6,11,5,1,"JM",1,6,6,0,0,0,0,0,0,14,7,120,14,7,120,1,2,3,7,432,0,2,2,1,1,7,5,2,41,10,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
50.8684,-114.7827,"DB3-001-68","B","3",68,1,1,"05",16,22,6,5,0,1,6,11,5,6,NA,1,0,0,0,0,0,0,0,0,14,7,0,15,7,240,0,0,0,5,36,0,0,1,1,1,6,2,0,46,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.1049,-115.0386,"DB4-001-68","B","4",68,1,2,"11",3,25,8,5,0,1,4,10,2,6,NA,4,0,0,0,0,0,1,0,155,23,1,160,23,1,5,2,1,1,8,7,2,3,7,1,1,7,15,2,0,0,11,0,0,0,0,0,1,0,2,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
51.094,-115.3467,"DB4-002-68","B","4",68,2,2,"13",33,24,10,5,0,1,8,22,6,8,NA,4,0,0,0,0,0,0,1,132,24,3,134,24,3,2,1,1,1,3,260,2,3,7,1,1,7,5,2,0,0,5,0,0,0,0,0,21,0,2,3,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
51.0904,-115.0736,"DB4-003-68","B","4",68,3,1,"09",32,24,8,5,0,4,4,10,0,1,"PG",1,3,0,0,0,0,0,0,165,13,7,169,13,7,4,1,0,1,4,10,2,3,7,1,1,7,16,2,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.0467,-114.7595,"DB5-001-68","B","5",68,1,1,"11",15,24,6,5,0,1,6,11,5,7,NA,1,0,2,0,0,0,0,0,150,25,9,100,28,9,670,5,1,3,0,6,9,0,3,1,1,7,4,0,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
51.9022,-114.8598,"DB6-001-68","B","6",68,1,4,"07",12,34,7,5,0,4,2,5,1,1,"BK",1,0,0,0,0,0,0,0,0,24,4,0,29,4,1200,11,0,0,82,2572,0,2,7,1,1,7,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,134,134,0,0,0,0,0,0,0,0,0,0,0,0,0
51.8366,-114.9423,"DB6-002-68","B","6",68,2,2,"13",16,33,7,5,0,4,2,6,3,2,NA,1,18,9,0,0,0,0,0,85,4,5,88,4,5,3,0,2,2,6,302,2,3,6,1,1,4,38,2,8,56,5,0,0,0,0,0,0,0,1,3,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2
52.0405,-114.8962,"DB6-003-68","B","6",68,3,2,"14",26,35,7,5,0,4,6,11,6,7,NA,2,39,0,0,0,0,1,0,110,4,5,112,4,5,2,11,0,0,37,180,2,0,7,1,1,4,38,2,8,56,6,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2
51.7967,-114.9187,"DB6-004-68","B","6",68,4,3,"04",3,33,7,5,0,4,2,12,7,1,"BK",1,10,0,0,0,0,0,0,150,11,5,157,11,5,7,0,8,3,57,2795,3,0,3,1,1,8,6,2,22,15,18,1,0,0,0,0,0,0,1,5,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,4
51.7421,-114.789,"DB6-005-68","B","6",68,5,2,"07",16,32,6,5,0,4,8,22,6,2,NA,1,0,0,0,0,0,0,0,160,11,5,178,11,5,18,0,12,2,41,107,2,0,3,1,1,8,6,2,22,15,5,0,0,0,0,0,0,0,4,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3
51.8695,-114.8243,"DB6-006-68","B","6",68,6,2,"04",32,33,6,5,0,4,2,12,7,7,NA,2,16,10,0,0,0,0,0,150,11,5,210,11,5,60,8,0,0,78,2415,0,4,3,1,1,8,6,2,22,15,1,0,0,0,0,0,0,0,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1
51.5964,-114.7595,"DB6-007-68","B","6",68,7,1,"07",27,30,6,5,0,1,3,9,7,7,NA,1,20,0,0,0,0,0,0,130,12,5,131,12,5,1,0,0,1,28,60,4,0,2,1,1,1,6,2,23,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52.055,-114.5927,"DB6-008-68","B","6",68,8,3,"13",36,35,5,5,0,1,7,6,7,8,NA,4,8,0,0,0,0,0,0,140,20,5,180,21,5,280,10,99,10,50,175,2,4,3,1,1,4,11,2,36,17,4,0,0,0,0,0,2,0,5,15,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
51.9968,-114.8724,"DB6-009-68","B","6",68,9,1,"14",12,35,7,5,0,1,1,1,0,9,NA,1,0,0,0,0,0,0,0,25,10,7,25,10,7,0,0,0,0,0,2,0,1,2,6,6,0,0,0,34,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.5127,-114.8121,"DB6-010-68","B","6",68,10,1,"11",29,29,6,5,0,1,1,1,0,1,"KY",1,34,0,0,0,0,0,0,162,17,7,163,17,7,1,1,26,5,0,160,4,2,0,2,1,4,2,0,32,2,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
51.2907,-114.8179,"DB7-001-68","B","7",68,1,1,"05",8,27,6,5,0,4,5,11,2,7,NA,1,1,0,0,0,0,0,0,120,26,4,160,9,5,3160,0,0,1,1,8,2,1,1,1,1,2,14,0,18,26,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.5491,-115.1521,"DB7-002-68","B","7",68,2,1,"01",11,30,9,5,0,1,1,1,0,1,"MH",1,0,25,0,9,0,1,0,181,14,7,117,16,7,416,1,2,20,20,390,6,7,1,2,1,7,2,1,48,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360
51.56,-115.2398,"DB7-003-68","B","7",68,3,1,"13",8,30,9,5,0,1,1,1,0,4,NA,1,0,0,0,7,0,1,0,139,17,7,170,17,7,31,0,5,10,5,117,2,9,1,6,1,7,5,2,58,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275
51.5818,-115.2516,"DB7-004-68","B","7",68,4,1,"07",19,30,9,5,0,1,1,1,0,4,NA,1,0,0,0,5,0,1,0,139,17,7,171,17,7,32,0,4,6,1,136,9,5,1,2,1,3,10,2,58,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
51.4945,-114.9117,"DB7-005-68","B","7",68,5,1,"05",22,29,7,5,0,1,1,1,0,1,"KY",1,0,25,0,0,0,0,0,155,17,7,178,17,7,23,1,2,8,40,330,7,5,1,6,1,1,5,0,54,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
51.5346,-115.199,"DB7-006-68","B","7",68,6,1,"01",4,30,9,5,0,1,1,1,0,4,NA,1,0,0,0,8,0,1,0,110,18,7,112,18,7,2,0,1,4,2,24,9,1,1,6,2,0,0,0,58,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
51.5964,-115.1813,"DB7-007-68","B","7",68,7,1,"07",27,30,9,5,0,1,1,1,0,4,NA,1,0,0,0,6,0,1,0,130,18,7,132,18,7,2,0,2,4,1,35,0,9,1,1,1,0,0,0,58,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
51.964,-115.0724,"DB8-001-68","B","8",68,1,2,"10",33,34,8,5,0,1,6,7,7,1,"BH",1,30,7,0,6,0,0,0,120,4,7,128,4,7,8,0,2,17,162,250,1,2,1,1,1,4,8,0,24,2,9,0,0,0,0,0,1,0,1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,620
51.6693,-115.3202,"DB8-002-68","B","8",68,2,1,"05",23,31,10,5,0,1,1,1,0,1,"BH",1,3,2,0,2,0,2,0,197,14,7,152,16,7,435,2,2,4,4,397,9,7,1,1,1,7,10,2,56,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
51.662,-115.3202,"DB8-003-68","B","8",68,3,1,"13",14,31,10,5,0,1,1,1,0,1,"BH",1,3,1,0,2,0,1,0,197,14,7,87,17,7,610,1,1,3,1,239,9,2,1,1,1,0,0,0,58,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141
51.7639,-115.1432,"DB8-004-68","B","8",68,4,1,"15",24,32,9,5,0,1,1,1,0,4,NA,1,0,0,0,12,0,0,0,190,17,7,194,17,7,4,2,4,2,1,189,6,9,1,1,1,0,0,0,58,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
51.5928,-115.2809,"DB8-005-68","B","8",68,5,1,"03",25,30,10,5,0,1,1,1,0,4,NA,1,0,0,0,7,0,2,0,196,17,7,211,17,7,15,1,91,5,1,27,9,0,1,1,1,0,0,0,58,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
51.6182,-115.357,"DB8-006-68","B","8",68,6,1,"13",33,30,10,5,0,1,1,1,0,1,"BH",1,4,0,0,6,0,0,0,120,18,7,122,18,7,2,1,1,2,1,3,7,6,2,2,2,0,0,0,58,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
51.7348,-115.5447,"DB8-007-68","B","8",68,7,1,"15",7,32,11,5,0,1,6,11,5,7,NA,2,30,0,0,0,0,0,0,130,2,9,140,2,9,10,15,3,6,2,4,7,9,1,2,2,0,0,0,38,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
51.6402,-115.3558,"DB8-008-68","B","8",68,8,1,"07",9,31,10,5,0,1,6,11,5,1,"BH",1,10,0,0,0,0,5,0,100,13,9,104,13,9,4,0,2,18,0,7,2,1,7,1,1,3,2,0,41,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
49.4781,-114.4906,"DC1-001-68","C","1",68,1,1,"13",16,6,4,5,0,1,1,1,0,1,"WS",1,0,11,0,0,0,1,0,95,11,8,106,11,8,11,1,2,11,0,219,0,9,1,6,6,0,0,0,52,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
49.6785,-114.4774,"DC2-001-68","C","2",68,1,1,"09",28,8,4,5,0,1,8,3,7,7,NA,1,4,0,0,0,0,0,0,7,28,7,8,28,7,1,2,1,0,0,0,2,0,2,1,1,0,0,0,38,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49.7623,-114.6355,"DC2-002-68","C","2",68,2,1,"08",29,9,5,5,0,1,6,11,5,7,NA,4,14,0,0,0,0,1,0,0,29,8,0,29,8,0,0,0,15,0,0,0,7,1,1,1,7,10,0,32,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49.6276,-114.4715,"DC2-003-68","C","2",68,3,1,"04",10,8,4,5,0,1,6,7,7,7,NA,1,2,0,0,0,0,0,0,185,16,9,186,16,9,1,1,0,1,1,2,0,2,7,1,1,7,5,0,45,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49.959,-114.1857,"DC4-001-68","C","4",68,1,1,"16",34,11,2,5,0,1,6,11,5,2,NA,1,0,3,0,0,0,0,3,120,8,1,95,9,1,215,0,0,1,0,9,0,9,6,8,8,8,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765
49.8862,-114.032,"DC4-002-68","C","4",68,2,1,"15",2,11,1,5,0,4,2,2,3,7,NA,1,0,6,0,0,0,0,0,170,24,11,185,24,11,15,10,2,4,0,147,0,0,7,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50.2278,-114.3989,"DC5-001-68","C","5",68,1,2,"07",6,15,3,5,0,1,6,11,5,7,NA,4,0,0,0,0,0,0,0,0,20,5,0,24,5,960,450,0,0,0,0,0,2,7,1,1,4,14,2,16,21,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
53.1612,-117.0871,"DE1-001-68","E","1",68,1,1,"14",24,48,22,5,0,1,5,2,2,2,NA,1,12,0,0,0,0,0,0,85,1,3,139,1,3,54,0,99,10,2,78,0,0,2,8,8,7,10,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
53.2012,-116.8249,"DE1-002-68","E","1",68,2,1,"12",2,49,20,5,0,1,3,14,3,1,"LO",1,0,0,0,0,0,0,0,100,16,5,150,20,5,1010,0,0,1,4,215,7,4,2,1,1,3,5,0,10,21,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
53.2048,-116.88,"DE1-003-68","E","1",68,3,1,"16",5,49,20,5,0,1,3,14,3,2,NA,1,5,0,0,0,0,0,0,100,17,5,155,20,5,775,0,0,1,34,181,0,3,2,1,1,3,5,0,10,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145
53.2122,-116.9044,"DE1-004-68","E","1",68,4,1,"08",7,49,20,5,0,1,3,14,3,2,NA,1,3,0,0,0,0,0,0,100,10,5,152,20,5,2452,0,3,1,18,145,0,3,2,1,1,3,5,0,10,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
53.2048,-116.7581,"DE1-005-68","E","1",68,5,2,"16",6,49,19,5,0,1,3,14,3,2,NA,1,0,0,0,0,0,1,0,170,2,6,173,2,6,3,0,1,1,25,155,0,2,2,1,1,7,30,2,14,4,8,1,0,0,0,0,0,0,2,3,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,779
53.3973,-116.8109,"DE1-006-68","E","1",68,6,2,"02",13,51,20,5,0,1,1,1,0,1,"LO",1,13,0,0,0,0,2,0,127,6,6,129,6,6,2,1,1,9,58,890,1,4,1,2,1,2,20,2,33,8,5,0,0,0,0,0,0,0,1,3,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1834
53.3649,-117.1298,"DE1-007-68","E","1",68,7,1,"15",34,50,22,5,0,1,1,1,0,1,"YH",1,0,0,0,11,0,0,0,147,6,6,147,6,6,0,2,9,27,0,22,1,6,2,2,2,4,10,0,29,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606
53.1285,-116.892,"DE1-008-68","E","1",68,8,1,"11",8,48,20,5,0,1,6,11,5,2,NA,1,1,0,0,0,0,0,0,80,30,6,107,30,6,27,0,0,1,0,1,0,0,2,1,1,0,0,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.3104,-116.7762,"DE1-009-68","E","1",68,9,2,"04",18,50,19,5,0,1,1,1,0,1,"YH",1,0,0,0,0,0,0,39,165,3,7,175,3,7,10,0,2,6,18,85,1,0,4,2,1,6,3,0,20,11,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1569
53.2449,-117.4895,"DE1-010-68","E","1",68,10,1,"09",19,49,24,5,0,1,6,11,5,6,NA,4,0,0,0,0,0,5,0,180,6,7,40,7,7,100,0,0,15,0,20,0,9,2,1,1,8,10,0,23,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
53.2012,-116.6362,"DE1-011-68","E","1",68,11,1,"09",1,49,19,5,0,1,1,1,0,5,NA,1,22,0,0,11,0,0,0,149,18,7,161,18,7,12,1,2,11,1,22,1,9,2,2,1,0,0,0,39,6,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107
53.2048,-116.4349,"DE1-012-68","E","1",68,12,1,"13",4,49,17,5,0,1,1,1,0,5,NA,1,22,0,0,16,0,0,0,150,18,7,160,18,7,10,0,2,17,1,5,0,1,2,2,2,0,0,0,39,6,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
53.5645,-117.9475,"DE2-001-68","E","2",68,1,1,"11",8,53,27,5,0,1,6,11,5,6,NA,1,30,0,0,0,0,0,0,0,0,12,0,0,0,7200,0,99,11,0,738,4,6,2,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.4282,-117.5452,"DE2-002-68","E","2",68,2,1,"00",25,51,25,5,0,1,8,22,6,6,NA,1,2,0,0,0,0,0,0,0,2,1,0,6,1,960,15,2,2,0,2163,9,0,1,8,8,2,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.55,-117.5604,"DE2-003-68","E","2",68,3,1,"12",1,53,25,5,0,1,3,11,4,6,NA,4,0,0,0,0,0,0,0,102,18,2,103,18,2,1,0,0,1,1,2850,0,4,1,1,1,6,40,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.2776,-117.782,"DE2-004-68","E","2",68,4,1,"16",31,49,26,5,0,1,6,11,5,7,NA,1,0,10,0,0,0,0,0,0,9,2,0,11,2,480,250,99,7,0,48,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.3577,-117.3796,"DE2-005-68","E","2",68,5,2,"06",36,50,24,5,0,1,3,11,3,6,NA,4,1,0,0,0,0,0,0,0,1,3,0,4,3,720,0,0,0,2,1007,4,2,0,1,1,6,8,2,0,0,3,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
53.5609,-117.8371,"DE2-006-68","E","2",68,6,1,"08",12,53,27,5,0,1,6,11,5,7,NA,1,24,0,0,0,0,0,0,0,0,3,0,0,0,0,210,5,190,0,1,0,7,0,1,1,7,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.43,-117.4866,"DE2-007-68","E","2",68,7,2,"05",28,51,24,5,0,1,6,7,5,1,"AT",1,1,0,0,0,0,0,0,0,11,5,0,11,5,0,2,0,1,6,432,4,2,2,1,1,5,10,0,24,27,12,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,286
53.5536,-117.2472,"DE2-008-68","E","2",68,8,2,"16",1,53,23,5,0,1,4,10,2,7,NA,1,18,0,0,0,0,0,0,0,11,5,0,11,5,0,8,1,4,3,365,0,2,3,1,1,4,5,0,24,27,2,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6
53.4336,-117.493,"DE2-009-68","E","2",68,9,2,"09",29,51,24,5,0,1,6,7,3,1,"AT",1,3,0,0,0,0,0,0,0,18,5,0,18,5,0,1,0,1,10,280,2,9,3,1,1,4,10,2,40,29,4,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,129
53.3577,-117.5382,"DE2-010-68","E","2",68,10,1,"08",35,50,25,5,0,1,3,14,7,2,NA,1,5,5,0,0,0,0,0,0,0,4,0,0,0,7200,2,1,2,1,193,9,7,2,1,1,0,10,2,20,31,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.3991,-117.7172,"DE2-011-68","E","2",68,11,1,"00",14,51,26,5,0,1,1,1,0,2,NA,1,0,0,0,0,0,0,0,136,6,6,137,6,6,1,0,0,0,0,2,0,0,0,2,2,0,0,0,30,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.5755,-117.5236,"DE2-012-68","E","2",68,12,1,"07",18,53,24,5,0,1,1,1,0,1,"OB",1,15,0,0,0,0,2,0,142,6,6,142,6,6,0,1,0,36,0,4,9,4,4,2,2,2,10,0,14,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404
